COUNTRY;MONTH;REGISTRATIONS
Greece;2016-01-01;5700
Hungary;2016-01-01;5568
Ireland;2016-01-01;39722
Italy;2016-01-01;155851
Latvia;2016-01-01;1090
Lithuania;2016-01-01;1561
Luxembourg;2016-01-01;3477
Netherlands;2016-01-01;40542
Poland;2016-01-01;31941
Portugal;2016-01-01;13940
Romania;2016-01-01;5800
Slovakia;2016-01-01;5473
Slovenia;2016-01-01;5907
Spain;2016-01-01;76334
Sweden;2016-01-01;21648
United Kingdom;2016-01-01;169678
Iceland;2016-01-01;1213
Norway;2016-01-01;10991
Switzerland;2016-01-01;20371
Austria;2016-02-01;22495
Belgium;2016-02-01;49707
Bulgaria;2016-02-01;1748
Croatia;2016-02-01;2583
Czech Republic;2016-02-01;19300
Denmark;2016-02-01;16611
Estonia;2016-02-01;1671
Finland;2016-02-01;9653
France;2016-02-01;166728
Germany;2016-02-01;250146
Greece;2016-02-01;3310
Hungary;2016-02-01;6627
Ireland;2016-02-01;21573
Italy;2016-02-01;173097
Latvia;2016-02-01;1246
Lithuania;2016-02-01;1407
Luxembourg;2016-02-01;4448
Netherlands;2016-02-01;28097
Poland;2016-02-01;33795
Portugal;2016-02-01;18029
Romania;2016-02-01;5099
Slovakia;2016-02-01;6728
Slovenia;2016-02-01;4797
Spain;2016-02-01;97649
Sweden;2016-02-01;26869
United Kingdom;2016-02-01;83395
Iceland;2016-02-01;1044
Norway;2016-02-01;12222
Switzerland;2016-02-01;22564
Austria;2016-03-01;31941
Belgium;2016-03-01;56423
Bulgaria;2016-03-01;2333
Croatia;2016-03-01;4119
Czech Republic;2016-03-01;22799
Denmark;2016-03-01;19142
Estonia;2016-03-01;2085
Finland;2016-03-01;11625
France;2016-03-01;211254
Germany;2016-03-01;322913
Greece;2016-03-01;6316
Hungary;2016-03-01;7502
Ireland;2016-03-01;21529
Italy;2016-03-01;191408
Latvia;2016-03-01;1548
Lithuania;2016-03-01;1625
Luxembourg;2016-03-01;5040
Netherlands;2016-03-01;29626
Poland;2016-03-01;39303
Portugal;2016-03-01;26459
Romania;2016-03-01;6572
Slovakia;2016-03-01;7823
Slovenia;2016-03-01;5887
Spain;2016-03-01;111511
Sweden;2016-03-01;34712
United Kingdom;2016-03-01;518707
Iceland;2016-03-01;1333
Norway;2016-03-01;13875
Switzerland;2016-03-01;29022
Austria;2016-04-01;31102
Belgium;2016-04-01;55022
Bulgaria;2016-04-01;2305
Croatia;2016-04-01;4924
Czech Republic;2016-04-01;23131
Denmark;2016-04-01;19853
Estonia;2016-04-01;2235
Finland;2016-04-01;11083
France;2016-04-01;182863
Germany;2016-04-01;315921
Greece;2016-04-01;9735
Hungary;2016-04-01;8063
Ireland;2016-04-01;10382
Italy;2016-04-01;168132
Latvia;2016-04-01;1462
Lithuania;2016-04-01;2036
Luxembourg;2016-04-01;5233
Netherlands;2016-04-01;27611
Poland;2016-04-01;34753
Portugal;2016-04-01;15978
Romania;2016-04-01;6174
Slovakia;2016-04-01;7279
Slovenia;2016-04-01;5074
Spain;2016-04-01;100279
Sweden;2016-04-01;33580
United Kingdom;2016-04-01;189505
Iceland;2016-04-01;2260
Norway;2016-04-01;14116
Switzerland;2016-04-01;28498
Austria;2016-05-01;28462
Belgium;2016-05-01;48856
Bulgaria;2016-05-01;2432
Croatia;2016-05-01;6090
Czech Republic;2016-05-01;24335
Denmark;2016-05-01;21121
Estonia;2016-05-01;2279
Finland;2016-05-01;10517
France;2016-05-01;175831
Germany;2016-05-01;286931
Greece;2016-05-01;13489
Hungary;2016-05-01;8517
Ireland;2016-05-01;6499
Italy;2016-05-01;188650
Latvia;2016-05-01;1415
Lithuania;2016-05-01;2160
Luxembourg;2016-05-01;5011
Netherlands;2016-05-01;28791
Poland;2016-05-01;33154
Portugal;2016-05-01;20851
Romania;2016-05-01;6345
Slovakia;2016-05-01;8299
Slovenia;2016-05-01;5466
Spain;2016-05-01;113671
Sweden;2016-05-01;34475
United Kingdom;2016-05-01;203585
Iceland;2016-05-01;3392
Norway;2016-05-01;12864
Switzerland;2016-05-01;25852
Austria;2016-06-01;33751
Belgium;2016-06-01;55272
Bulgaria;2016-06-01;2548
Croatia;2016-06-01;6244
Czech Republic;2016-06-01;25714
Denmark;2016-06-01;23641
Estonia;2016-06-01;2022
Finland;2016-06-01;10753
France;2016-06-01;227353
Germany;2016-06-01;339563
Greece;2016-06-01;8863
Hungary;2016-06-01;9696
Ireland;2016-06-01;1624
Italy;2016-06-01;166224
Latvia;2016-06-01;1937
Lithuania;2016-06-01;1899
Luxembourg;2016-06-01;5106
Netherlands;2016-06-01;39252
Poland;2016-06-01;38746
Portugal;2016-06-01;23369
Romania;2016-06-01;5462
Slovakia;2016-06-01;8354
Slovenia;2016-06-01;5764
Spain;2016-06-01;123790
Sweden;2016-06-01;36307
United Kingdom;2016-06-01;255766
Iceland;2016-06-01;2855
Norway;2016-06-01;13681
Switzerland;2016-06-01;31104
Austria;2016-07-01;26882
Belgium;2016-07-01;34373
Bulgaria;2016-07-01;2317
Croatia;2016-07-01;3578
Czech Republic;2016-07-01;18739
Denmark;2016-07-01;15697
Estonia;2016-07-01;1937
Finland;2016-07-01;8342
France;2016-07-01;132990
Germany;2016-07-01;278866
Greece;2016-07-01;7034
Hungary;2016-07-01;8064
Ireland;2016-07-01;29883
Italy;2016-07-01;137221
Latvia;2016-07-01;1257
Lithuania;2016-07-01;1651
Luxembourg;2016-07-01;4141
Netherlands;2016-07-01;31029
Poland;2016-07-01;31424
Portugal;2016-07-01;15632
Romania;2016-07-01;10768
Slovakia;2016-07-01;6826
Slovenia;2016-07-01;4700
Spain;2016-07-01;107306
Sweden;2016-07-01;24197
United Kingdom;2016-07-01;178523
Iceland;2016-07-01;1611
Norway;2016-07-01;11040
Switzerland;2016-07-01;25897
Austria;2016-08-01;23690
Belgium;2016-08-01;38655
Bulgaria;2016-08-01;2137
Croatia;2016-08-01;2365
Czech Republic;2016-08-01;21251
Denmark;2016-08-01;17424
Estonia;2016-08-01;1850
Finland;2016-08-01;9201
France;2016-08-01;98211
Germany;2016-08-01;245076
Greece;2016-08-01;4174
Hungary;2016-08-01;7177
Ireland;2016-08-01;7286
Italy;2016-08-01;71990
Latvia;2016-08-01;1168
Lithuania;2016-08-01;1552
Luxembourg;2016-08-01;3359
Netherlands;2016-08-01;26847
Poland;2016-08-01;28467
Portugal;2016-08-01;10708
Romania;2016-08-01;12411
Slovakia;2016-08-01;6906
Slovenia;2016-08-01;3601
Spain;2016-08-01;64089
Sweden;2016-08-01;27316
United Kingdom;2016-08-01;81640
Iceland;2016-08-01;1181
Norway;2016-08-01;13232
Switzerland;2016-08-01;21734
Austria;2016-09-01;29836
Belgium;2016-09-01;41748
Bulgaria;2016-09-01;2290
Croatia;2016-09-01;2586
Czech Republic;2016-09-01;19946
Denmark;2016-09-01;18452
Estonia;2016-09-01;1959
Finland;2016-09-01;9645
France;2016-09-01;168820
Germany;2016-09-01;298002
Greece;2016-09-01;4595
Hungary;2016-09-01;8225
Ireland;2016-09-01;4688
Italy;2016-09-01;154311
Latvia;2016-09-01;1530
Lithuania;2016-09-01;1703
Luxembourg;2016-09-01;3568
Netherlands;2016-09-01;33327
Poland;2016-09-01;32746
Portugal;2016-09-01;13960
Romania;2016-09-01;9361
Slovakia;2016-09-01;7126
Slovenia;2016-09-01;4585
Spain;2016-09-01;79591
Sweden;2016-09-01;32292
United Kingdom;2016-09-01;469696
Iceland;2016-09-01;1027
Norway;2016-09-01;13854
Switzerland;2016-09-01;25989
Austria;2016-10-01;26273
Belgium;2016-10-01;41969
Bulgaria;2016-10-01;2239
Croatia;2016-10-01;2889
Czech Republic;2016-10-01;21905
Denmark;2016-10-01;17076
Estonia;2016-10-01;1910
Finland;2016-10-01;9159
France;2016-10-01;155194
Germany;2016-10-01;262724
Greece;2016-10-01;4995
Hungary;2016-10-01;7951
Ireland;2016-10-01;2240
Italy;2016-10-01;147225
Latvia;2016-10-01;1288
Lithuania;2016-10-01;1740
Luxembourg;2016-10-01;4275
Netherlands;2016-10-01;29849
Poland;2016-10-01;32392
Portugal;2016-10-01;14933
Romania;2016-10-01;7951
Slovakia;2016-10-01;7511
Slovenia;2016-10-01;4846
Spain;2016-10-01;83248
Sweden;2016-10-01;31840
United Kingdom;2016-10-01;180168
Iceland;2016-10-01;897
Norway;2016-10-01;11932
Switzerland;2016-10-01;23205
Austria;2016-11-01;25491
Belgium;2016-11-01;39645
Bulgaria;2016-11-01;2404
Croatia;2016-11-01;2826
Czech Republic;2016-11-01;23161
Denmark;2016-11-01;18058
Estonia;2016-11-01;1880
Finland;2016-11-01;9004
France;2016-11-01;163161
Germany;2016-11-01;276567
Greece;2016-11-01;5897
Hungary;2016-11-01;9415
Ireland;2016-11-01;747
Italy;2016-11-01;145835
Latvia;2016-11-01;1275
Lithuania;2016-11-01;1536
Luxembourg;2016-11-01;3838
Netherlands;2016-11-01;32131
Poland;2016-11-01;37412
Portugal;2016-11-01;16483
Romania;2016-11-01;9645
Slovakia;2016-11-01;7830
Slovenia;2016-11-01;4784
Spain;2016-11-01;92653
Sweden;2016-11-01;31801
United Kingdom;2016-11-01;184101
Iceland;2016-11-01;954
Norway;2016-11-01;13194
Switzerland;2016-11-01;25918
Austria;2016-12-01;25662
Belgium;2016-12-01;33285
Bulgaria;2016-12-01;3086
Croatia;2016-12-01;3475
Czech Republic;2016-12-01;21913
Denmark;2016-12-01;19408
Estonia;2016-12-01;1381
Finland;2016-12-01;8145
France;2016-12-01;194372
Germany;2016-12-01;256533
Greece;2016-12-01;4765
Hungary;2016-12-01;9750
Ireland;2016-12-01;499
Italy;2016-12-01;124438
Latvia;2016-12-01;1141
Lithuania;2016-12-01;1414
Luxembourg;2016-12-01;3250
Netherlands;2016-12-01;35723
Poland;2016-12-01;43721
Portugal;2016-12-01;17003
Romania;2016-12-01;9331
Slovakia;2016-12-01;8010
Slovenia;2016-12-01;3552
Spain;2016-12-01;96886
Sweden;2016-12-01;37281
United Kingdom;2016-12-01;178022
Iceland;2016-12-01;706
Norway;2016-12-01;13602
Switzerland;2016-12-01;35325
Austria;2017-01-01;26352
Belgium;2017-01-01;51701
Bulgaria;2017-01-01;1923
Croatia;2017-01-01;2833
Czech Republic;2017-01-01;20818
Denmark;2017-01-01;19513
Estonia;2017-01-01;2042
Finland;2017-01-01;12746
France;2017-01-01;153046
Germany;2017-01-01;241399
Greece;2017-01-01;6460
Hungary;2017-01-01;6420
Ireland;2017-01-01;39005
Italy;2017-01-01;172033
Latvia;2017-01-01;1445
Lithuania;2017-01-01;1827
Luxembourg;2017-01-01;4108
Netherlands;2017-01-01;51121
Poland;2017-01-01;38232
Portugal;2017-01-01;15028
Romania;2017-01-01;7059
Slovakia;2017-01-01;5423
Slovenia;2017-01-01;5550
Spain;2017-01-01;84515
Sweden;2017-01-01;23282
United Kingdom;2017-01-01;174564
Iceland;2017-01-01;1231
Norway;2017-01-01;13055
Switzerland;2017-01-01;19483
Austria;2017-02-01;25311
Belgium;2017-02-01;51942
Bulgaria;2017-02-01;2189
Croatia;2017-02-01;2623
Czech Republic;2017-02-01;20455
Denmark;2017-02-01;17462
Estonia;2017-02-01;1653
Finland;2017-02-01;9167
France;2017-02-01;161874
Germany;2017-02-01;243602
Greece;2017-02-01;5192
Hungary;2017-02-01;8003
Ireland;2017-02-01;17090
Italy;2017-02-01;184347
Latvia;2017-02-01;1177
Lithuania;2017-02-01;1639
Luxembourg;2017-02-01;4042
Netherlands;2017-02-01;31986
Poland;2017-02-01;38508
Portugal;2017-02-01;18861
Romania;2017-02-01;8302
Slovakia;2017-02-01;8366
Slovenia;2017-02-01;4951
Spain;2017-02-01;97796
Sweden;2017-02-01;27735
United Kingdom;2017-02-01;83115
Iceland;2017-02-01;1341
Norway;2017-02-01;11788
Switzerland;2017-02-01;22686
Austria;2017-03-01;36830
Belgium;2017-03-01;61066
Bulgaria;2017-03-01;3066
Croatia;2017-03-01;5420
Czech Republic;2017-03-01;26786
Denmark;2017-03-01;22773
Estonia;2017-03-01;2348
Finland;2017-03-01;11202
France;2017-03-01;226134
Germany;2017-03-01;359683
Greece;2017-03-01;9445
Hungary;2017-03-01;9924
Ireland;2017-03-01;19893
Italy;2017-03-01;226780
Latvia;2017-03-01;1447
Lithuania;2017-03-01;2049
Luxembourg;2017-03-01;5191
Netherlands;2017-03-01;36590
Poland;2017-03-01;49606
Portugal;2017-03-01;25980
Romania;2017-03-01;6915
Slovakia;2017-03-01;9038
Slovenia;2017-03-01;6224
Spain;2017-03-01;125600
Sweden;2017-03-01;38387
United Kingdom;2017-03-01;562337
Iceland;2017-03-01;2078
Norway;2017-03-01;13398
Switzerland;2017-03-01;30492
Austria;2017-04-01;30201
Belgium;2017-04-01;51132
Bulgaria;2017-04-01;2717
Croatia;2017-04-01;6280
Czech Republic;2017-04-01;22749
Denmark;2017-04-01;17599
Estonia;2017-04-01;2344
Finland;2017-04-01;9394
France;2017-04-01;171871
Germany;2017-04-01;290697
Greece;2017-04-01;8452
Hungary;2017-04-01;8681
Ireland;2017-04-01;7843
Italy;2017-04-01;160968
Latvia;2017-04-01;1417
Lithuania;2017-04-01;2257
Luxembourg;2017-04-01;4864
Netherlands;2017-04-01;29183
Poland;2017-04-01;39582
Portugal;2017-04-01;18830
Romania;2017-04-01;6640
Slovakia;2017-04-01;7272
Slovenia;2017-04-01;5579
Spain;2017-04-01;101375
Sweden;2017-04-01;30476
United Kingdom;2017-04-01;152076
Iceland;2017-04-01;2054
Norway;2017-04-01;11339
Switzerland;2017-04-01;25668
Austria;2017-05-01;32426
Belgium;2017-05-01;51342
Bulgaria;2017-05-01;2699
Croatia;2017-05-01;8124
Czech Republic;2017-05-01;27009
Denmark;2017-05-01;22272
Estonia;2017-05-01;2592
Finland;2017-05-01;11058
France;2017-05-01;191416
Germany;2017-05-01;323952
Greece;2017-05-01;10666
Hungary;2017-05-01;10956
Ireland;2017-05-01;5993
Italy;2017-05-01;204803
Latvia;2017-05-01;1541
Lithuania;2017-05-01;2350
Luxembourg;2017-05-01;5535
Netherlands;2017-05-01;36310
Poland;2017-05-01;39801
Portugal;2017-05-01;23653
Romania;2017-05-01;8062
Slovakia;2017-05-01;9219
Slovenia;2017-05-01;5942
Spain;2017-05-01;126411
Sweden;2017-05-01;35326
United Kingdom;2017-05-01;186265
Iceland;2017-05-01;3849
Norway;2017-05-01;14175
Switzerland;2017-05-01;28099
Austria;2017-06-01;35441
Belgium;2017-06-01;55119
Bulgaria;2017-06-01;3430
Croatia;2017-06-01;6871
Czech Republic;2017-06-01;26634
Denmark;2017-06-01;23994
Estonia;2017-06-01;2728
Finland;2017-06-01;10862
France;2017-06-01;230926
Germany;2017-06-01;327693
Greece;2017-06-01;10141
Hungary;2017-06-01;10866
Ireland;2017-06-01;1401
Italy;2017-06-01;188361
Latvia;2017-06-01;1591
Lithuania;2017-06-01;2672
Luxembourg;2017-06-01;5206
Netherlands;2017-06-01;40785
Poland;2017-06-01;42012
Portugal;2017-06-01;24834
Romania;2017-06-01;8030
Slovakia;2017-06-01;9568
Slovenia;2017-06-01;6785
Spain;2017-06-01;131797
Sweden;2017-06-01;38324
United Kingdom;2017-06-01;243454
Iceland;2017-06-01;3148
Norway;2017-06-01;14228
Switzerland;2017-06-01;31883
Austria;2017-07-01;27731
Belgium;2017-07-01;36627
Bulgaria;2017-07-01;2651
Croatia;2017-07-01;4125
Czech Republic;2017-07-01;19649
Denmark;2017-07-01;15195
Estonia;2017-07-01;2068
Finland;2017-07-01;8846
France;2017-07-01;147518
Germany;2017-07-01;283080
Greece;2017-07-01;8421
Hungary;2017-07-01;9334
Ireland;2017-07-01;27710
Italy;2017-07-01;145938
Latvia;2017-07-01;1408
Lithuania;2017-07-01;1769
Luxembourg;2017-07-01;4529
Netherlands;2017-07-01;32433
Poland;2017-07-01;36902
Portugal;2017-07-01;17572
Romania;2017-07-01;11335
Slovakia;2017-07-01;8022
Slovenia;2017-07-01;4717
Spain;2017-07-01;109947
Sweden;2017-07-01;24722
United Kingdom;2017-07-01;161997
Iceland;2017-07-01;1832
Norway;2017-07-01;11476
Switzerland;2017-07-01;24545
Austria;2017-08-01;26058
Belgium;2017-08-01;35517
Bulgaria;2017-08-01;2572
Croatia;2017-08-01;2433
Czech Republic;2017-08-01;21192
Denmark;2017-08-01;15307
Estonia;2017-08-01;2079
Finland;2017-08-01;9673
France;2017-08-01;107449
Germany;2017-08-01;253679
Greece;2017-08-01;5134
Hungary;2017-08-01;8915
Ireland;2017-08-01;5733
Italy;2017-08-01;83634
Latvia;2017-08-01;1470
Lithuania;2017-08-01;2084
Luxembourg;2017-08-01;3429
Netherlands;2017-08-01;29093
Poland;2017-08-01;34584
Portugal;2017-08-01;11937
Romania;2017-08-01;12001
Slovakia;2017-08-01;7265
Slovenia;2017-08-01;4237
Spain;2017-08-01;72410
Sweden;2017-08-01;29915
United Kingdom;2017-08-01;76433
Iceland;2017-08-01;1523
Norway;2017-08-01;13415
Switzerland;2017-08-01;22947
Austria;2017-09-01;29528
Belgium;2017-09-01;40895
Bulgaria;2017-09-01;2767
Croatia;2017-09-01;2796
Czech Republic;2017-09-01;20219
Denmark;2017-09-01;14353
Estonia;2017-09-01;1976
Finland;2017-09-01;9103
France;2017-09-01;170645
Germany;2017-09-01;288035
Greece;2017-09-01;5947
Hungary;2017-09-01;9602
Ireland;2017-09-01;3898
Italy;2017-09-01;167460
Latvia;2017-09-01;1211
Lithuania;2017-09-01;2488
Luxembourg;2017-09-01;3968
Netherlands;2017-09-01;35430
Poland;2017-09-01;37212
Portugal;2017-09-01;14857
Romania;2017-09-01;10425
Slovakia;2017-09-01;7177
Slovenia;2017-09-01;4794
Spain;2017-09-01;83291
Sweden;2017-09-01;31672
United Kingdom;2017-09-01;426170
Iceland;2017-09-01;1228
Norway;2017-09-01;13484
Switzerland;2017-09-01;24496
Austria;2017-10-01;28244
Belgium;2017-10-01;43500
Bulgaria;2017-10-01;3216
Croatia;2017-10-01;3623
Czech Republic;2017-10-01;23192
Denmark;2017-10-01;18542
Estonia;2017-10-01;2148
Finland;2017-10-01;8745
France;2017-10-01;176492
Germany;2017-10-01;272855
Greece;2017-10-01;6306
Hungary;2017-10-01;10363
Ireland;2017-10-01;1946
Italy;2017-10-01;158373
Latvia;2017-10-01;1413
Lithuania;2017-10-01;2314
Luxembourg;2017-10-01;4670
Netherlands;2017-10-01;36491
Poland;2017-10-01;40572
Portugal;2017-10-01;15898
Romania;2017-10-01;10036
Slovakia;2017-10-01;8447
Slovenia;2017-10-01;5473
Spain;2017-10-01;94676
Sweden;2017-10-01;32112
United Kingdom;2017-10-01;158192
Iceland;2017-10-01;1109
Norway;2017-10-01;12472
Switzerland;2017-10-01;24477
Austria;2017-11-01;29547
Belgium;2017-11-01;39645
Bulgaria;2017-11-01;3352
Croatia;2017-11-01;3496
Czech Republic;2017-11-01;22925
Denmark;2017-11-01;18070
Estonia;2017-11-01;2106
Finland;2017-11-01;9665
France;2017-11-01;180005
Germany;2017-11-01;302636
Greece;2017-11-01;6523
Hungary;2017-11-01;12369
Ireland;2017-11-01;684
Italy;2017-11-01;156700
Latvia;2017-11-01;1278
Lithuania;2017-11-01;2422
Luxembourg;2017-11-01;4389
Netherlands;2017-11-01;37588
Poland;2017-11-01;41290
Portugal;2017-11-01;17626
Romania;2017-11-01;9311
Slovakia;2017-11-01;8279
Slovenia;2017-11-01;5046
Spain;2017-11-01;104170
Sweden;2017-11-01;32484
United Kingdom;2017-11-01;163541
Iceland;2017-11-01;1027
Norway;2017-11-01;13743
Switzerland;2017-11-01;26307
Austria;2017-12-01;25651
Belgium;2017-12-01;28072
Bulgaria;2017-12-01;3227
Croatia;2017-12-01;2146
Czech Republic;2017-12-01;19967
Denmark;2017-12-01;16511
Estonia;2017-12-01;1534
Finland;2017-12-01;8068
France;2017-12-01;193372
Germany;2017-12-01;253950
Greece;2017-12-01;5428
Hungary;2017-12-01;10832
Ireland;2017-12-01;160
Italy;2017-12-01;121100
Latvia;2017-12-01;1300
Lithuania;2017-12-01;1965
Luxembourg;2017-12-01;2844
Netherlands;2017-12-01;17528
Poland;2017-12-01;45889
Portugal;2017-12-01;17058
Romania;2017-12-01;6967
Slovakia;2017-12-01;7900
Slovenia;2017-12-01;3234
Spain;2017-12-01;102943
Sweden;2017-12-01;34958
United Kingdom;2017-12-01;152473
Iceland;2017-12-01;905
Norway;2017-12-01;16077
Switzerland;2017-12-01;31072
